,id,category,data
54878,54878,商业/理财-股票,明天大盘能不能涨最近哪些股票最宜介入目前看形势不是很明浪的明天不会出现大涨的行情在选股方面我个人认为还是以超跌股为主以小盘股为主以三元以下的股票为主今年很可能是一个慢牛行情所以现在介入股票风险不会太大按照我这三个原则选股就是大盘跌了这些股票也跌不到那里去个人观点仅供参考切不可据此操作否则后果自负
54890,54890,商业/理财-股票,清泉老师好以后还来爱问吗希望还能请教您呵呵没有说要离开爱问啊
54911,54911,商业/理财-银行业务,美元硬币上的文字的问题一个朋友给我几个美元硬币上面的文字好象我们信仰上帝这是基督徒的信仰是一个拉丁文单词意思是合众为一的意思主要是用来表示美国是一个有多个州组成的一个合众国年正式通过法令凡有鹰徽的硬币均应有此句个别例外是年的美分最初此句标在鹰徽飘带上由于太小后来大部分标在单独飘带上现在没有鹰徽的硬币上也基本都有此句自由这是美国人永远追求的目标
54932,54932,商业/理财-基金,生我者父母知我者鲍子也每读此文但觉心潮澎湃浮想联翩史管子不多矣鲍子有见乎
54947,54947,商业/理财-基金,请几位大师出来说说呀今天大盘指数下跌很多基金净值普遍狂跌但指点啥啊现在开始调整了稳定心态长期持有就行啊
54955,54955,商业/理财-基金,交银稳健上投富国天瑞现在加入选交银稳健上投富国天瑞都不错如果就选两个的话就选交银稳健和上投
54961,54961,商业/理财-个人理财,月收入元元最佳理财方案元家用买开放式基金买货币基金
54978,54978,商业/理财-银行业务,银行卡掉了去办挂失办好了到时间去办卡了还需要拿号吗在银行办理业务都需要拿号的
54985,54985,商业/理财-财务税务,初入股市需多少资金我初入股市不太懂想尽可能以少量的资金学一下元以上
54988,54988,商业/理财-股票,这什么垃圾股啊郁闷怎么操作好呢拿了很久了买了美菱电器会盘整一段时间但是底部在逐渐抬高向上的概率大
54994,54994,商业/理财-银行业务,请问在国内离岸帐户的开立方法离岸帐户的资金操作有什么特点是公司行为拿着公司行政和财务章到银行办理是可以的
55024,55024,商业/理财-股票,巨单封涨停是怎么回事一般一个股票突然暴涨至涨停并有巨额封单一个股票的涨停很多时候是媒体吹棒或什么小道消息它到涨停时并不一定是大单封涨而是由许许多多的小单堆积的第二个交易日时股民热情减退所以升一点点或反跌也是正常现象
55030,55030,商业/理财-股票,有色金属何时才能涨如题前期涨过了现在调整调整完了就涨
55032,55032,商业/理财-基金,弱弱的问是不是开了哪个银行的卡就只能够买它的代销基金啦就连网如是兴业银行卡基本上网上直销都能买广发银行卡能买广发易方达嘉实南方农业银行卡也能买很多网上直销的基金还有建设银行也可买只有工商银行的卡不行
55036,55036,商业/理财-股票,明天的走势将是如何的会继续下探
55038,55038,商业/理财,卖哪些婴幼儿用品赚钱呢衣服吗你好婴幼儿用品的市场量很大一般来说做父母的都舍得给自己的孩子花钱但是竟争也很激烈目前的竟争主要体现在品牌质量和价格上的竟争至于要买哪些婴幼儿用品要根据当地市场的情况而做决定首先你必须了解当地有多少人在做婴幼儿用品的生意当地婴幼儿用品的消费市场有多大当地婴幼儿消费者对品牌质量和价格的观念哪种婴幼儿用品销售量大在做出上述市场调研之后你就可以很明确的做出决定了
55053,55053,商业/理财-企业管理,如何挖掘洗衣店的潜在客户洗衣店挖掘潜在客户可从以下方面着手主动创造团体客户信息技术高度发达的如今出现了很多新型消费模式团体消费因其性价比较高得到很多消费者的青睐因此洗衣店除了接待主动上门消费的顾客外还可以主动开发团体洗衣客户洗衣店经营者不妨尝试主动出击多去居民楼酒店等地方洽谈主动创造团体服务机会以降低洗衣店经营中的季节性影响和增加利润保障吸引有需求的潜在顾客洗衣店经营除了吸引普通顾客外还可增加一些额外洗涤项目来吸引有需求的客户群体例如开一家洗衣店就能在赚取洗衣利润的同时凭借奢侈品牌服装皮革护理服务获得更多顾客量和营业利润加大宣传创造品牌特色洗衣店的宣传和推广是每一个投资洗衣店的加盟商都要掌握的知识加盟洗衣店连锁品牌能够享受到品牌的影响下带来的财富但除了品牌支持外洗衣店也要积极尝试各种经营策略做好宣传和促销工作最大限度发挥品牌特色
55068,55068,商业/理财-股票,证券交易系统资金余额和可用资金为什么不一样为什么不能用资金资金余额是可用资金刚抛的股也是可用资金的资金余额加手续费可能不足一百股所以不能买
55069,55069,商业/理财-股票,调皮老师是否进入调整阶段了需要暂时撤退吗三爱富要留意可能会有大幅的调整海油工程中报预增股未见散舸蠓雒短线机会仍是存在谨慎观望应考量做中线持有
55070,55070,商业/理财-股票,广州药业下周一能跌至元吗目前广州药业的股有下跌要求但近期仍为强势很难见到
55086,55086,商业/理财-股票,正虹科技短线可还有机会各位老师高看到多少钱后市如短线有望上试前高但不会走太远伺机减持
55104,55104,商业/理财-股票,第一次开户是不是一定要到上海和深圳才行呀在一般的证券交易所不行是谁告诉你开户要到上海或者深圳啊只要对自己方便随便在哪儿的证券交易所都可以的啊
55116,55116,商业/理财-基金,请问各位大师今天加仓合适吗我认为不太合适要到左右再加最好
55119,55119,商业/理财-财务税务,公司租用某场地支付场地费走什么科目如果场地用于办公支付的场地费计入管理费用租金科目如果场地用于经营支付的场地费计入营业费用租金科目如果场地用于生产支付的场地费计入制造费用租金科目补充问题如果只是为了公司年底开年会用呢一次性的记入管理费用会务费或其他科目
55126,55126,商业/理财-股票,科力远现在还能买进吗不买啊注意风险啊
55155,55155,商业/理财-股票,现在能进么招商银行现在可以进了么不慌日线图中三天收盘不站上线观望防破位周线图中防死叉高位阴量太大有不少资金出局中线有走弱的迹象建议观望
55173,55173,商业/理财-基金,今天是否适合基金减仓敬请赐教我感觉今天加仓是错误假如减仓也是错误不加不减才是上策参考
55180,55180,商业/理财-股票,上海今天可以介入吗上升空间大不大谢谢今天可以介我上午对您的提问作了评论有回调要求建议暂时观望不介入从今天大盘的走势看应证了我的评论观点华微电子近期走势良好明显强于同期大盘指数转增股复劝价格仍然较高公司基本面尚可鉴于短线大盘和个鼓上涨幅度较大有强烈回调要求建议暂时不要急于介入
55198,55198,商业/理财-股票,什么叫权证权证类型中认沽权证又是指什么行权方式中百慕大式和欧权证是发行人与持有人之间的一种契约关系持有人有权利在某一约定时期或约定时间段内以约定价格向权证发行人购买或出售一定数量的资产如股票或权利购买股票的权证称为认购权证出售股票的权证叫作认售权证或认沽权证权证分为欧式权证和美式权证两种所谓欧式权证就是只有到了到期日才能行权的权证所谓美式权证就是在到期日之前随时都可以行权的权证权证价值由两部分组成一是内在价值即标的股票与行权价格的差价二是时间价值代表持有者对未来股价波动带来的期望与机会在其他条件相同的情况下权证的存续期越长权证的价格越高美式权证由于在存续期可以随时行权比欧式权证的相对价格要高上证所规定申请在交易所上市的权证其标的证券为股票的标的股票应符合以下条件最近个交易日流通股份市值不低于亿元最近个交易日股票交易累计换手率在以上流通股股本不低于亿股
55215,55215,商业/理财-基金,基金在场内买还是在场外买好哪些基金可以在场内买场内买灵活若能做好高抛低吸可提高收益场外买省心适合无精力盯盘的长线持有者场内可以买封闭和可上市交易的开放基金和沪市上证红利上证深市深市中小板均在深市南方高增南方积配华夏蓝筹博时主题鹏华价值鹏华动力鹏华治理嘉实长盛同智富国天惠融通巨潮融通领先招商成长万家公用长城久富荷银效率景顺鼎益景顺资源广发小盘巨田资源兴业趋势天治核心中银中国中欧趋势
55217,55217,商业/理财-创业投资,请问在大学校园里开个超市都需要什么证照我想在大学校园里开个超市上海有个叫教育超市的多数大学的超市都是他们的连锁店要在大学里开首要是大学允许你开吗其他事情很容易解决的
55223,55223,商业/理财-保险,我的车对一辆逆行的车给撞的差点报废太平洋保险公司迟迟没有定损正常来说估价定损并不需要很耗费很多时间但您这种情况属于特殊的情况由于保险公司开出的修理价格是由各大汽修厂报价得来的如果市场上车型较多零件较多报价就相对容易而对于您的车属于稀少车型很难估算到各种零件的价格汽修厂也不容易报价所以估价方面会花费更多的时间但是如果象太平洋保险这样花两个月也不能定价也没有对客户一个好的交待建议您在续保时换一家保险公司
55225,55225,商业/理财-基金,周一去买融通新蓝筹可以吗这只怎么样建行现在卖吗这基还行拆分后抗风险的能力要强目前大盘风险较大值得申购参考
55237,55237,商业/理财-产业信息,与中小企业的发展论文题目该从什么方面写没用之前企业是什么样用了之后又是什么样用了之后企业管理有了什么样的改变
55294,55294,商业/理财-贸易,作为外贸人员必备什么条件首先你肯定要懂英语啊然后懂外贸基本的流程还有必要的单证知识还要有国外客户的联系方式和相应的货物信息啊只有这样有基本的条件才能成为外贸的一员啊
55308,55308,商业/理财-保险,投什么保险好我今年了想投保大病型住院有补贴的险种那一你好是一个长期或终身的计划先要看你需要的是什么如果只考虑单一保障可以钱少多办事如果保障收益都要考虑钱就要多一些选择保险首先是选择公司如果只买一年的短险就无所谓了其次是选择业务员从事时间只是一个方面更重要的是您感觉他能否长期持续在这个公司发展的可能性第三才是险种如果想单一比较险种其实很简单只要确定自已的投入数额后分析好自已的需求把几家公司的同等险种一比较就可以了但这只是说的简单因为客户在需求面前总是不定的更新定位而且总希望干支两头甜这就是最难的了根据我从事七年经验如果每年保费在以下的建议不要考虑收益只要有保障资金能保值即可如果每年保费在以上或更高那么收益与保障并存才有可能我为客户设计过很多年收益率超过银行年定期利率同时拥有高额的保障现举例说明项如果选择保值与保障并存年建议年存期谈保障保意外身故万疾病身故万住院津贴疾病种赔付万终身疾病未期借款万谈收益本计划退休时本金加同等银行年的一年定期利率项如果选择收益与保障并存年建议年存期谈保障保意外身故万疾病身故万住院津贴疾病种赔付万养老准备金万谈收益存银行年期到年下来精算本息总和本计划年的养老准备金达平安集团高级顾问崔国强联系电话个人网站建设中欢迎来电咨讯
55314,55314,商业/理财-股票,清泉老师请问明天开盘如何操作昨天进的列止赢后者看有无连续涨停能力
55319,55319,商业/理财-股票,请问清泉老师如何操作谢谢成本价元股票好坏要看企业发展的预期两年内定为超级黑马支持持股煤炭行业在年季度迎来行业景气最近受到国家政策扶持已转向煤炭业坚决持股
55376,55376,商业/理财-股票,清泉老师急老师你好北大荒截止年月日黑冲高列止赢保护
55385,55385,商业/理财,谁用过金刚隐膜效果如何见过电视广告吹得不错的不知道实我买过一套合一套装现在效果还是挺好的就是不知道持久性
55399,55399,商业/理财-个人理财,万事达卡可否在世界各地提现金我带一张建设银行万事达龙卡是否可以可以的
55406,55406,商业/理财-股票,有资金净流入的股票会涨吗首先资金流入的概念是什么最早资金的流入特指国家指定持股机构买入后来扩展为申购机构增发对象单股日购入十万股或单股日买入万元以上账户本来市场买卖一进一出股数相等金额相等并不存在资金流入或流出但为了说明机构或大资金的方向才有了资金流入或流出的说法理论上有资金关注的股票应该涨因为在资金推动型的单边股市中资金是股价上涨的主动力实际中由于资金流入或流出的信息既没有权威性也没有准确性甚至没有真实性于是资金流入或流出和这项判式之间的关联度大大降低股价涨跌实际上是资金拥有者集体意识的结果事实证明股市远比我们头脑里的设想丰富而多元
55414,55414,商业/理财-财务税务,什么是增值税发票有什么作用问题同上增值税发票是记录商品经济交易行为的一种凭证增值税发票分为增值税普通发票增值税专用发票有了增值税发票消费者可以凭着他进行维权的工具也是国家据以保证税收的一种方式
55439,55439,商业/理财-保险,南京申请失业保险程序请问在南京申请失业保险有哪些程序要走你是主动辞职还是公司开除或者其他原因如果是主动辞职保险中心是不会给你一分钱的如果可以申领缴纳三年了可以申领三个月的失业金具体你可以去水西门的社会保险中心询问网站也可以输入南京市劳动和社会保障中心可以很多东西在线问的
55448,55448,商业/理财-股票,深发展套这么多不知道怎么办了这周到下周都是一波下跌行情上证会被打倒点再下周四之前再下周四买进钢铁股上证会从点涨回点深发展建议卖掉割肉出局它涨也不会涨太多可持币在下周四和游资一起抄底
55453,55453,商业/理财-股票,关于少数股东权益的请教什么叫少数股东权益要求最好有来源定义少数股东权益是指除母公司以外的其他投资者在子公司中拥有的权益数额参考来源
55458,55458,商业/理财-股票,怎么能让我忘记买了股票老忍不住每天看行情一看就忍不住要动它当你坚持不住想要割肉的的时候转机就离你不远了当你被上涨冲昏头脑时就是你被套的开始趋势不明不要重仓做好短差降低成本牛市不杀跌熊市不追涨除非你有确切消息学会坚持学会忍耐严格操作纪律止赢止损不能忘
55463,55463,商业/理财-银行业务,招行信用卡如何还款我办了壹张卡如果我提前预存了还款是针对透支而言预先有存款的扣款就从存款中划走你举例的没有产生透支就无所谓还款自然也不需要有什么说明
55487,55487,商业/理财-个人理财,如何投资货币市场基金如何投资货币市场利用货币市场收益率波动的投资策略货币市场作为高流动性的短期资金融通场所其利率波动较大而货币市场基金投资组合只受市场利率的影响因此可根据对短期市场资金供求利率的判断进行投资如当货币市场资金紧张预期收益率上升时即可买入反之则卖出当然货币市场基金的投资风险体现为利率的风险不同类别资产的灵活转换在资本市场的不同时期货币市场基金债券基金和股票基金具有不同优势当股市低迷且有通胀时投资货币市场基金可规避市场风险和通胀风险并获得稳定收益当股市转好且无通胀时则可迅速转换投资于股票基金以获取超额收益短期闲置资金投资货币市场基金具备流动性高收益稳定风险低的特点尤其适合资本短期投资生息以备不时之需特别是在利率高通货膨胀率高证券流动性下降可信度降低时可使本金免遭损失产品创新功能的延伸货币市场基金的基金单位它的资产净值是固定不变的一般而言投资收益只用于增加投资者的基金份额比如元投资于某货币市场基金可拥有个基金单位如果其投资报酬为的话那么投资者拥有个基金单位其价值为元
55494,55494,商业/理财-财务税务,税收想了解一下有关建筑施工方面应该要交哪些税税率是多少一建筑营业税按营业额计算纳税税率二城建税按实际缴纳的营业税额计算纳税税率按城乡不同则税率也同城市为县城及建制镇为其他农村地区为三教育费附加按实际缴纳的营业税额计算纳税征收率为四防洪保安费按营业额计算纳税征收率为五企业所得税或个人所得税按应税所得额计算纳税企业所得税法定税率个人所得税执行的五级超额累进税率在核定应纳税额征收的情况下各地的具体操作办法以及折合的综合征收率不一定相同一般的综合征收率应在之间
55548,55548,商业/理财-基金,关于基金购买的疑问在线等点后按次日点前为当日净值显示为个工作日后
55571,55571,商业/理财-外汇,现在是买澳圆好还是买欧圆好用美元交易欧元短期内下调的可能性大但一线是反弹的最佳平台若做短线建议观望英镑有上行的愿望但迫于美指的强压和欧元下跌的牵累暂时盘整但短期仍将会有反弹是弱阻力突破后将试探强阻力
55572,55572,商业/理财-财务税务,增值税纳税申报我司在月份纳税申报错误原本免税的申报成交税的了调账吧按照月份申报的销项税额倒算出销售额补充记账登记一张无票收入的凭证在下个月份做一个红字冲回无票收入抵减当月的收入
55578,55578,商业/理财-股票,请大师给分析一下和下周走势下周一二的走势很关键如果向上那么该股下周都将是个上升的势头建议逢低进入如果相反建议清仓落袋为安下周看好可以适当逢低吸纳
55630,55630,商业/理财-财务税务,请问发票复印件盖公章能报帐吗我公司是一个子公司但养老保险等统一总公司转来的保险发票复印件加盖公章可以入账二帐务处理总公司帐务处理代缴分公司保险时借其他应收款分公司贷银行存款收回分公司保险要给分公司开收款收据入账借银行存款等贷其他应收款分公司分公司帐务处理根据总公司转来的保险发票复印件和收款收据入账时借管理费用劳动保险费贷银行存款
55707,55707,商业/理财-基金,请教在农行也可以买祝你理财愉快
55717,55717,商业/理财-个人理财,百度上市它的股票价格为什么一路走高看好
55724,55724,商业/理财-产业信息,混凝土搅拌站行业支持分期付款吗虽然现在分期是主流但是对于搅拌机这个行业来说确实不适合因为分期会导致成本升高羊毛出在羊身上最终还是消费者买单可能会暂时减缓经济压力但是长久来看其实是多花了钱还不一定能得到好的服务你想想谁愿意服务小气吧啦的客户宁可不赚这笔钱也不给自己找麻烦分期当然可以啊多拿钱就行了呗我有个朋友就是做这个的他从来不分期因为分期本都保不住怎么做后期服务现在行情这么低迷产品价格透明利润很少一般老板不会去顶着不赚钱的风险去做买卖宁愿不做这笔生意只有少数大型企业支持分期但是价格和利息是很高的所以长远来看的话个人不建议做分期的决定目前支持分期的好像只有三一重工和中联等企业但是他们的价格自然也不用说所以还是买一些中型企业的总价便宜点一次性付清这样来的比较划算
55730,55730,商业/理财-股票,清泉老师今天可以补么这种股这样的价位不值得补尽快出来换股
55749,55749,商业/理财-外汇,哪位高手帮忙分析一下现在日圆换澳元时机是否合适谢谢不是太合适建议吃有日圆观察附近的支撑
55755,55755,商业/理财-基金,华夏红利这个基金可买吗这个基金以前的业绩不错但以前的业绩不代表以后的可以考虑不过在股市这个宽幅震荡时期注意要逢低进入
55761,55761,商业/理财-银行业务,关于房地产抵押的问题有客户去年在我行用土地他项权抵押进行贷款目办理在建工程抵押房管局可以办
55785,55785,商业/理财-基金,请示狩猎大师今天我已经加仓景顺长城新兴成长我不是大师提点自己的看法加仓应该逐步加今天全加了没子弹了有点猛从这只基金来说是景顺系里的好基金业绩好也是次新基金里表现不错的但抗跌性一般
55789,55789,商业/理财-财务税务,请问资产负债表里的货币资金项目期末数出现负数怎么办资产负债表中的货币资金项目反映企业库存现金银行结算户存款外埠存款银行汇票存款银行本票存款信用卡存款信用证保证金存款等的合计数应根据现金银行存款其他货币资金科目的期末余额合计填列资产负债表里的货币资金项目期末数一般不会出现负数情况的如果出现负数情况看看是否存在记账错误是否存在收入不入账情况是否存在虚假列支成本费用情况等
55809,55809,商业/理财-股票,免费手机炒股软件哪个好智能手机百花争鸣的今天却不了解免费手机免费手机炒股软件我用过同花顺和益盟操盘手感觉后面一个好用些操盘手手机版有操盘线主力资金功能比较直观的看到买卖点和主要数据这款目前唯一可以免费体验功能的手机炒股软件无须注册免费手机炒股软件最好在不同的智能手机都能用
55814,55814,商业/理财-基金,请问大师们泰达荷银市值优选可以买入么你们怎么看待这只不看好泰达荷银市值优选近一月收益率仅为建议考虑中邮核心成长融通新蓝筹或交银蓝筹理财快乐
55816,55816,商业/理财-股票,后市怎样操作继续持股反弹在即
55822,55822,商业/理财-财务税务,费用报销是否列入工资的问题若职工张三报销医药费借应付职工薪酬如果你单位执行了新会计准则张三报销医药费时借应付职工薪酬职工福利贷库存现金月末分配时借管理费用福利费贷应付职工薪酬职工福利如果你单位还没有执行新会计准则张三报销医疗费借管理费用福利费或应付福利费贷现金不管是否执行新会计准则医疗费都是单独报销入账不做到工资里
55829,55829,商业/理财-股票,我该如何操作我是今天买的的本请问该怎么操作谢谢你应该把股票代码打出来不然别人没法回答的股价你就坚定持股好了祝你投资顺利
55856,55856,商业/理财-股票,请问大家春有繁花智者经常说的筹码分布动态系统是什么东西一般的软件里面都有比如同花顺里有个筹就是显示筹码分布的情况从图上可以知道当前的筹码各个价位所占的比例筹码分布大的价位一般是阻力位或支撑位如果大部分筹码的价位都集中在某个很小区域说明越集中一旦向上突破将形成势不可挡之势反之如果向下突破就会一泻千里不知道我的理解是否有问题还请高手指点
55870,55870,商业/理财-财务税务,月终预提应由本月负担的车间租用设备的租金元材料仓库如果按原企业会计制度会计分录借制造费用租赁费借营业费用租赁费借财务费用利息支出贷预提费用租赁费贷预提费用利息如果按新会计准则会计分录借制造费用租赁费借营业费用租赁费借财务费用利息支出贷其他应付款租赁费贷应付利息
55877,55877,商业/理财-股票,银行股止跌企稳了吗银行股止跌企稳了吗银行股早已算企稳了等待反弹吧
55885,55885,商业/理财-财务税务,注册税务师值得考吗我目前赋闲在家有会计师和经济师职称还想在国家对企业报税方面有无强制规定要注册税务师申报目前没有这样的要求而且必须有注税签署的报告目前还没有注册税务师每年考试的通过率怎样呢以前看到过税务报单科通过率超过多以选择等客观题为主而且现在大概已经有万的注税师了
55898,55898,商业/理财-基金,什么是基金基金管理是什么行业主要从事哪些研究或工作最通俗地讲基金是股票的一种衍生物它与股票投资很类似但又有别于股票投资炒股需要有一定的分析能力时间和精力而基金的投资可以交给理财专家来操作投资风险远比股票低得多且收益稳定赚钱的几率较高目前国家对投资基金还提供一些政策支持免缴相关契税这些都是基金理财的特点和优势
55987,55987,商业/理财-股票,请教成本重仓如何操作这只股能做中线吗能看到东方通信中标杭州地铁号线项目未来仍有较大的上升空间做中线看高到元
56011,56011,商业/理财-银行业务,买车可以用交通银行信用卡分期付款吗不可以汽车销售是交通银行不可申请分期付款的交易
56020,56020,商业/理财-股票,清泉老师你今天好忙吗怎么不回答我问题呢老师不在线他要是在线就一定会回答的
56027,56027,商业/理财-股票,请问清泉老师后市如何操作多少价位可以卖出成本谨慎待高
56031,56031,商业/理财-财务税务,现金日记账公式如何设置期初余额借方发生额贷方发生额结存现金余额请给好评谢谢
56048,56048,商业/理财-基金,这个问题困扰我很久了基金可以在交易所买场内也可以在楼上的回答不全面基金可进行场内外的转换的你在场外买的可去购买处办理一个类似股票转托管的手续就可在场内买卖了但这需要时间一般是日如果两个市场有差价扣除相应费用后可进行套利操作但比较麻烦一般大机构才有能力完成中小投资者不好把握就你的补充提问回答基金建仓运作没有场内和场外之分场外的申购和赎回会影响基金规模而场内是基金持有人之间进行的份额转让不会影响基金规模和一般的开放式基金没有本质上的区别只不过是增加了一个交易平台而已
56083,56083,商业/理财-创业投资,收购其他公司的公司本身有可能是靠风险投资支持的么如果公司收你好收购其他公司的公司本身有可能是靠风险投资支持也有可能是银行贷款的资金也有可能是自有资金无论他的资金来源和结构如何收购一个公司必定是看好这个公司的所长或市场
56102,56102,商业/理财-股票,爱问管理员请看过来我在我的提问中总是看不到自己的最新提问有时进去看看
56120,56120,商业/理财-股票,欲哭无泪千金购进加上税费成本价为放心吧机会会来的融资融券也是好机会和好消息所以我想后市起稳后大盘会报复性的上涨而且还会把你的损失给夺回来
56146,56146,商业/理财-股票,请问股票成本价成本价成建议换股建议持有建议持有投資中篮玫奈分享展的快股市有風險投資需慎
56153,56153,商业/理财-贸易,汽车安全防护罩费是什么请问汽车安全防护罩是什么有什么用最汽车安全防护罩一般是一个金属网目的就是降低排气温度吸收燃烧不完全的电火花这样汽车就可以工作在比较危险的场所这些场所通常是一些易燃易爆的区域
56184,56184,商业/理财-个人理财,银联卡是哪几大银行卡的统称是什么什么功能的卡一什么是银联标准卡银联标准卡就是按照中国银联的业务技术标准发行卡面带有银联标识发卡行识别码经中国银联分配和确认的银行卡目前中国银联分配的范围是另外一些机构发行的使用独立向国际标准化组织申请的经检测符合中国银联的业务技术标准卡面带有银联标识的银行卡经过与中国银联签署协议纳入银联标准卡管理这些机构与卡截止年月分别是合肥市银行无锡市商业银行温州市商业银行大连市商业银行北京市商业银行交通银行杭州市商业银行常熟市农村商业银行二银联标准卡发展历程年中国人民银行为推动联网通用工作组织制定了一系列银行卡业务规范和技术标准其中银行卡发卡行标识代码及卡号规定在国内发行使用的各种人民币卡必须使用字头该规定为规范和统一银行卡在国内的发行使用及联网通用奠定了坚实的基础随着我国银行卡产业的迅速发展以及国际交流的日益增加持卡人的境外支付需求越来越多根据国际标准化组织的规定使用字头的银行卡只在国内使用这意味着人民币可自由兑换后我国国内各发卡机构发行的大量字头银行卡届时可能无法在国外使用字头的银行卡只能够在国内使用的局限性与广大持卡人对境外用卡的支付需求之间的矛盾逐步显现出来为了促进民族银行卡产业的健康持续发展维护各发卡机构的长远利益克服字头的银行卡境外使用的局限在中国人民银行的指导和帮助下年中国银联代国内各发卡机构统一向国际标准化组织申请了个在国内和国外通行的国际标准在取得中国人民银行关于启用银联国际标准发卡行号的批复后年月中国银联向各成员机构发布了关于启用银联国际标准发卡行号的函并且为了规范和合理的分配使用和管理银联国际标准号和已经广为使用的原字头号中国银联发布了银联标识卡号分配和管理暂行办法从而正式启动了银联国际标准字头号的分配和使用工作推动各家成员机构开始发行银联标准卡即具有银联标识其卡号前六位采用银联国际标准字头号的银行卡该卡符合我国统一的业务规范和技术标准是我国具有自主知识产权的高品质国际化民族品牌的银行卡三银联标准卡的发行情况截至年月底包括中国农业银行中国银行中国建设银行国家邮政局邮政储汇局中信实业银行交通银行招商银行浦东发展银行深圳发展银行兴业银行民生银行华夏银行等全国性成员机构和东亚银行大新银行中国银行香港等家港澳机构在内的家成员机构正式发行了银联标准卡共发行银联标准卡超过万张发行银联标准卡正逐渐成为成员机构的共识数据截至年月日
56187,56187,商业/理财-财务税务,发货问题我想问下我公司是用电脑开销售单据的是由财务开具的应该是仓库先开出仓单因为有时计划销售或电脑里有仓库库存但偶尔公司会出现帐实不符情况那发货一定就是以实际发出货物为准因此应该是仓库开出仓单给财务仓库的出仓单一般都是找到实物后再填写的这样就很准确财务就根据仓库的出仓单开具销售清单有出仓单对应填还可以分清责任如果发货不准确到时就能看出是仓库的出仓单开错了还是财务的销售清单没有准确按出仓单开最后将销售清单和出仓单一起交给仓库发货这个方法是比较实用的我以前的公司就是出现了几次货发错了情况后来采用上面的方法就能查清仓库和财务的责任最后终减少出错的几率
56190,56190,商业/理财-股票,请教清泉老师华电国际请教老师华电国际明天意义不大元减磅出局
56214,56214,商业/理财-银行业务,现在是银行存钱好还是买商铺好请问现在是买商铺好还是存钱好我认为二者兼而得之最好存款买商铺因为投资总会有风险只有存钱没风险虽然现在物价涨的厉害但银行收益还是比较稳妥祝你好运
56219,56219,商业/理财-银行业务,汇外币到国外现汇银行是如何收费的这是中行的全球汇款标准电汇手续费汇款金额的最低元最高元人民币电讯费元人民币港澳地区元票汇手续费汇款金额的最低元最高元人民币
56222,56222,商业/理财-股票,请教清泉老师两次涨停上次量很小这次却很大请您点继续持有待高
56230,56230,商业/理财-股票,请问明天怎么操作谢谢尾盘反弹注意前期高点压力继续持有
56240,56240,商业/理财-股票,老师们帮忙分析下波导股份波导股份开盘时开盘继续拉高就是在拉高吸引散户来接货从盘中看资金出逃明显但从今天的量能上来看主力确实没有跑完但短线风险非常大从技术上看短线至少要回踩日均线了建议明天就跑
56242,56242,商业/理财-基金,基友们请注意发现两个网址完全不同的农行网站今天上网查找到了两在农行网站上服务公告栏目上查到的你可以查一下关于农行网站网址调整的公告尊敬的客户为了加强网站管理年月日起我行网站将停用和两个网址敬请客户使用或登陆农业银行网站特此公告中国农业银行二六年五月十日我知道的工行也有两个网址都是正确的网址当然为了好记忆带数字的网址可能好记一些但有时打开其中一个网址速度慢时也可以试试另一个农行网站有时就有这样的情况
56272,56272,商业/理财-财务税务,如果去子公司检查财务情况应该从哪些方面入手检查收入情况看各项收入计算是否准确是否符合收入确认时间检查成本费用情况看成本费用计算的准确性各项待摊预提费用是否合理往来账问题尤其要理顺子公司与其他子公司及母公司的关联关系检查各项税费的计算是否准确在政策准许的情况下是否考虑到税收统筹问题以上是从财务核算的角度检查建议还要从管理的角度考察一下子公司的经营情况及盈利能力
56286,56286,商业/理财-股票,调皮美女好请问美女可以介入吗因为前期中小板和创业板在大盘下跌的时候比较抗跌部分股票还创出新高所以这两天开始补跌在整个板块还处于补跌的初期个股也未必可以脱离板块走出上涨行情尤其你问的都是刚上市的新股主力未必吸筹完毕吸筹完毕的也未必逆势操作所以再大盘和整个板块未见走稳之前所有股票暂时先观望个人观点仅供参考
56303,56303,商业/理财-股票,请问清泉老师我都没有出去今天该如何操列止赢保护待高
56307,56307,商业/理财-财务税务,请问如果审计报告出具的是带保留意见的保留的原因是法人借了公司的保留原因是法人借了公司大额资金对工商年检没有影响如果保留意见与抽走资金有关的对工商年检就会有影响
56311,56311,商业/理财-基金,调查一下面对这样下跌的行情坚持不放松的朋友进来留个名我坚持持我也坚持持有不过现在腿有点哆嗦
56328,56328,商业/理财-股票,第三届董事会第二次会议决议是好是坏上中国会议平台看看吧上面应该能够找到具体你自己借鉴判断吧
56346,56346,商业/理财-财务税务,哪能下载速达财务这里有速达财务软件下载
56426,56426,商业/理财-银行业务,我的建行的卡被锁了可我人在外地怎么才能解锁啊别人怎么样可以必须要本人的身份证亲自到开户行办理要先挂失密码然后再取回密码挺麻烦的
56435,56435,商业/理财-个人理财,灵通卡异地可以无卡存款吗异地无卡无折存款时要求存款人出示其身份证明
56436,56436,商业/理财-股票,已获利元今天涨停到元请问如何操作明天再加速拉升减仓
56443,56443,商业/理财-股票,今天有新股吗价格多少有禾盛新材元星期六元
56445,56445,商业/理财-基金,求个下联缓解一下紧张的情绪上联跌死吓死饿死进来就不怕死上联跌死吓死饿死进来就不怕死下联亏了套了晕了忍耐就不怕了
